singer,song_name,song_id
小霞,尤物,399343375
小霞,尤物 II,1901320260
葛东琪,就不告诉你,1358848616
渡,就两断,1485808982
摩登兄弟刘宇宁,就在江湖之上 (live),2076705091
陈壹千,就当他没来过,1337205804
Aioz,就当没爱过,2668010657
蔡依林,就是爱,209911
yihuik苡慧,就是爱你,1878315329
陶喆,就是爱你,150430
王力宏,就是现在,30260022
王唯旖,就爱你,1311133052
卫兰,就算世界无童话,26902928
陈绮贞,就算全世界与我为敌,209411
阿冗,就要放肆,1442284330
苏星婕,就让这大雨全都落下,2022116424
郑润泽,就让这大雨全都落下,2024035483
容祖儿,就让这大雨全都落下,1984475097
汪苏泷,就让这大雨全都落下 (Live版),2043125519
刘大拿,就让这大雨全都落下·2023,2022920245
张震岳,就让这首歌,185713
MC HotDog 热狗,就让这首歌,185713
TC,就这样抛下我吧,2114383175
DJ阿布,尼古丁上头那一刻,2084052715
阿YueYue,尽燃,2611915256
徐佳莹,尽管如此，还是,1890445443
阿肆,尽管如此，还是,1890445443
step.jad依加,屋檐,2137427339
周杰伦,屋顶,5257138
范玮琪,屋顶,27483325
周杰伦,屋顶 (Live),1317494434
梁静茹,属于,254110
很美味,属于你,1400258377
黄诗扶,山上雪,1377870311
李宗盛,山丘,26598946
胡彦斌,山丘 (Live),31877078
金玟岐,山丘 （Cover 李宗盛）,411988502
花粥,山中客,1357999898
王宇宙Leto,山南的风吹到北 (治愈版),2623535597
任然,山外小楼夜听雨,405597568
银临,山居秋暝,1439379112
GAI周延,山岚,1881460056
李荣浩,山川,1878225963
海洋Bo,山川是我,2103367323
谢安琪,山林道,427595574
宝石Gem,山歌,1900792708
吴雨霏,山歌,298638
周杰伦,山歌好比春江水.多谢了(Live),288750
唐伯虎Annie,山水一程,2712576850
许嵩,山水之间,28802028
NINEONE#乃万,山河,2612729185
法老,山河,2612729185
Wiz_H张子豪,山河,2612729185
华晨宇,山海 (Live),545799107
黄诗扶,山湖共语,2069326315
yihuik苡慧,山的风,2054954713
王以太,山羊,1396005540
银临,山色有无中,2600223579
黄诗扶,山花寻海树,2021166639
苏星婕,山花烂漫,2060065587
希林娜依高,山里的种子,2099331864
吉克隽逸,山顶有鲸鱼,2709813248
阿冗,山风,1880150797
加木,山高路平,2706646357
张信哲,山鬼 (Live版),2653382683
黄诗扶,山鬼（Cover Winky诗）,524779987
任素汐,岁岁,2098161478
黄诗扶,岁岁,2668340493
任素汐,岁岁,2103692080
任素汐,岁岁 (伴奏),2098163661
陈奕迅,岁月如歌,66823
金玟岐,岁月神偷,28285910
张杰,岁月神偷 (Live),2098394581
王源,岁月神偷 (Live版),2717168710
金玟岐,岁月神偷·十年,2104343497
NINEONE#乃万,岁月神偷·十年,2104343497
莫文蔚,岁月里的花,2692293921
周传雄,岁月风云,112239
李克勤,岁月风云,112239
马思唯,崂山道士 (Live),2666632898
薛之谦,崇拜,2055887708
梁静茹,崇拜,254129
林俊杰,崇拜 (Live),453491018
林忆莲,崇拜 (live),464647428
DJ阿布,巅峰的风景是值得的,2095568364
谭维维,川江号子 (live),2611545287
就是南方凯,巡光,1985027951
葛东琪,工业时代,1454659226
卢广仲,工作与休息 (My Duty),2072233161
杨丞琳,左边,22740077
刘大拿,左边·2023,2101455232
丁当,差一步,223626
MC HotDog 热狗,差不多先生+Brother Man+爱就爱了+单身公寓+沧海一声笑+哥哥在哪？ (Live),1869263761
GAI周延,差不多先生+Brother Man+爱就爱了+单身公寓+沧海一声笑+哥哥在哪？ (Live),1869263761
MC HotDog 热狗,差不多先生过新年,530986012
G.E.M.邓紫棋,差不多姑娘,1379444316
江辰,巴掌印,2644581592
潘玮柏,巴比伦,1477438817
沈以诚,巴赫旧约,1819024549
汪苏泷,巴赫旧约,165405
Happer,巴适得板,2690205370
Happer,巴适得板 (伴奏),2690205398
沙一汀EL,巴音布鲁克没有海,2617646168
葛东琪,巷子和树,1373503466
封茗囧菌,巷（Cover 洛天依）,440353134
周杰伦,布拉格广场,5234479
蔡依林,布拉格广场,210049
周杰伦,布拉格广场,400162858
周杰伦,布拉格广场,209660
周杰伦,布拉格广场,4874403
周杰伦,布拉格广场,29393641
周杰伦,布拉格广场,185790
周杰伦,布拉格广场,209756
周杰伦,布拉格广场,210049
周杰伦,布拉格广场,400162703
王唯旖,布谷声声,1901555169
梨冻紧,希望不会忘记你,1981263879
就是南方凯,希望你过更好,1893293004
h3R3,带你去海边,866053503
刘思达LOFTHESTAR,带你去海边,866053503
step.jad依加,带刺儿的玫瑰,2050062773
傲七爷（江偌绮）,带刺的玫瑰,2077510271
王睿卓,带我到山顶,26584329
姚晓棠,带我到山顶 (live),2649261669
Lil Ghost小鬼,带我去找夜生活 (Live版),2043125495
杨丞琳,带我走,26082345
喻言,带着幸福来见你 (Live),2661822342
海洋Bo,幕后生活,2103368325
白鹿,干杯 (Live),2661820383
洛天依Official,干物女,1880541165
张远,平凡之路 (Live),1400244305
陆虎,平凡之路 (Live),1400244305
张信哲,平凡之路 + See You Again (Live),406086764
KONI可妮,平凡日子里的挣扎 小璐,2680557350
毛不易,平凡的一天,569214247
海洋Bo,平凡的四季,2085753346
海洋Bo,平凡的四季（伴奏）,2085811603
封茗囧菌,平安经年（阴阳师周年庆）,510237758
白鹿,平湖秋月+弯弯的月亮 (Live),2662064300
陈壹千,平行线,1376001732
郑润泽,平行线,1983761233
沙一汀EL,平行线,1948399579
沙一汀EL,平行线 (The Original Version.),2709754460
沙一汀EL,平行线 (伴奏),1948399584
沙一汀EL,平行线 (徐梦圆Remix),1984532535
无面小生,年上,2720170690
苏星婕,年少时的喜欢,2058246591
李荣浩,年少有为,1293886117
蓝心羽,年少有为 (Cover 李荣浩),1321385758
袁娅维TIA RAY,年少有为 (live),2123198679
任然,年少的歌,2073407439
徐秉龙,年年,528271077
谢安琪,年度之歌,308169
就是南方凯,年轮,1864611469
张碧晨,年轮,32619064
汪苏泷,年轮,32897777
杨丞琳,年轮说,1844385599
就是南方凯,年轻不是借口,2120361972
Capper,年轻的国王们,1908081373
宝石Gem,年轻的窦唯,1909282233
高旭,并不在乎我,2714755017
刘若英,幸福不是情歌,26211122
黄丽玲,幸福了 然后呢,25657348
刘思达LOFTHESTAR,幸福了 然后呢（EMO版）,2093235523
高睿,幸福了 然后呢（EMO版）,2093235523
黄丽玲,幸福太短,1363921095
周兴哲,幸福太短 (Live版),570326036
刘若英,幸福就是,26348164
贝乐虎,幸福拍手歌,1417892369
萧亚轩,幸福的地图,307266
杨宗纬,幸福的风,176049
Happer,幸福这门课,2700281327
何曼婷,幸福顾问,246238
郭顶,幸运大门,85569
丁当,幸运草,394668
封茗囧菌,幹物女(WeiWei),35345243
许嵩,幻听,167655
银临,幻海同游,2135118818
ET,幻灯片,2644489901
林忆莲,幻觉动物,1334667455
TC,幻话,2685574025
TizzyT,"广东 Stand Up (ft. Tizzy T, ODD陈思键, Yamy郭颖, 廖效浓, 徐真真, 瘦恒SoulHan, Vyan, 肥宝, 大雕Roc, JR Fog)",1847534609
徐良,广寒光,1485661414
郭静,广寒光,1485661414
莫文蔚,广岛之恋,276999
Ice Paper,庄周梦蝶,1453325904
郭静,庆幸遇见你,2007996048
杨丞琳,庆祝,22740082
step.jad依加,庇护所 (LIVE版),2063775706
葛东琪,序曲：SOS,1358852244
葛东琪,序曲：拾音器,1488540754
许嵩,庐州月,167850
司南,应怀酒,1378792366
Aki阿杰,应思量(NPC群像),35448480
杨乃文,应该,316061
Zy,底牌,2134969797
Capper,底牌,2055808604
郭采洁,底牌,2055808604
邹沛沛,底牌,2120125578
mac ova seas,底牌,2055808604
杨宗纬,底细,175973
亞細亞曠世奇才,废了,2708048170
ET,废弃誓言,2148421685
谢安琪,废话,1365922197
于冬然,座位,2674096278
摩登兄弟刘宇宁,座位 (Live版),2697937406
姚晓棠,座位 (Live版),2697937406
于冬然,座位 (伴奏),2674096277
于冬然,座位(DJ铁柱版伴奏）,2678297986
于冬然,座位(DJ铁柱版）,2678297985
于冬然,座位（架子鼓版）,2678299815
吴雨霏,座右铭,298655
弦子,庸人自扰,2102607031
花粥,庸人自扰之,1449339372
王唯旖,廉价烟花,2696357954
TINY7,建成之后的回看,2635558260
高旭,开不了口,1947950539
Ice Paper,开关,2146463117
王菲,开到荼蘼,299640
李宗盛,开场白,108995
en（王翊恩）,开始懂了,2646148826
孙燕姿,开始懂了,287719
阿冗,开始懂了,1938049567
程响,开往世界边际,2608807199
周传雄,开往初恋的平行线,2091441720
赵雷,开往北京的火车,202375
张碧晨,开往早晨的午夜,449577636
胡彦斌,开往早晨的午夜 (Live版),2057718119
张惠妹,开门见山,326877
谭维维,开门见山 (Live),31877524
Aioz,异地恋,1892014767
无面小生,异地恋狗都不谈,2659126527
王赫野,异客 (Live版),2163982959
王睿卓,异客 (Live版),2163982959
杨坤,异客 (Live版),2163982959
王睿卓,异客 (伴奏),2163986131
TINY7,异次元雨夜,2047897234
陈壹千,异类,2072647784
华晨宇,异类,33190545
洛天依Official,弑神者,2034615993
丁当,弗丽嘉,1817693745
渡,张三,2666947254
王睿卓,张三的歌,28707595
陈粒,张三的歌 (Live版),2034187419
张紫豪,张紫豪 - 可不可以(抖音DJ版),2154177345
DJ阿智,张韶涵-有形的翅膀（DJ阿智 remix）,2111868667
银临,弦外知音,1456238192
唐伯虎Annie,弱水三千,2602348541
周传雄,弱水三千,189593
郑润泽,归,2025185324
花粥,归去来兮,1357999894
吴雨霏,归宿,298246
高睿,归来,2642253520
周深,归来,2701967430
张韶涵,归来 (Live版),2052367991
张信哲,归来 (Live版),2052367991
莫文蔚,归来 (Live版),2052367991
杨宗纬,归来 (Live版),2052367991
陈慧娴,归来吧,212436
王唯旖,归途是你,2086043300
王菲,归途有风,1985033435
就是南方凯,归途的光 (愿那归途的光温暖你倔强的脸庞),2668681814
林忆莲,归零,2114419825
宝石Gem,当 (友情版),2148689718
颜人中,当你,2004646133
林俊杰,当你,108251
王心凌,当你,1480380031
蔡健雅,当你离开的时候,208937
莫文蔚,当你老了,30621954
唐伯虎Annie,当你老了 (Live),509781656
华晨宇,当全世界忘了我,2006485349
孙燕姿,当冬夜渐暖,286959
梁咏琪,当我爱上你,254843
梁博,当我靠近你,28445717
陈壹千,当时当下,1345900269
王菲,当时的月亮,299642
en（王翊恩）,当爱在靠近,2641690919
刘若英,当爱在靠近,254460
李宗盛,当爱已成往事,108370
林忆莲,当爱已成往事,108370
梨冻紧,当爱衰老时,1977164006
ET,当这风,2058905740
摩登兄弟刘宇宁,当遇见你,1426285166
海洋Bo,当阳光照在我身上,2709087123
LBI利比,形同虚设,1938391941
沈以诚,形容,1336856864
薛之谦,彩券,1486513704
黄龄,彩色复活券,2641552552
吉克隽逸,彩色的黑 (Live),1434062397
蔡依林,彩色相片,209523
许巍,彩虹,167874
张惠妹,彩虹,326887
赵雷,彩虹下面,1295824647
王源,彩虹云朵,1382733851
郭静,彩虹少年,1477291277
王心凌,彩虹的微笑,1480378513
王唯旖,彩虹色雨,1480313506
梁博,影,1312166633
谭维维,影,1312166633
队长,影子,2132153891
h3R3,影子,1958430933
王菲,影子,300342
鹿晗,影子,2132153891
小凌,影子习惯,1350658411
Ice Paper,影子传说 (Live),2166539923
封茗囧菌,影子小姐,1297333740
郑润泽,彻夜,2007336134
TC,彻夜没睡，月也疲惫,1895997028
程响,彻悟,1431291107
Ice Paper,彼岸花开,1453325900
刘若英,彼得潘,26348156
摩登兄弟刘宇宁,往世界反方向走,1397930587
陈小春,往事只能回味,1876436782
邓丽君,往事只能回味,2078368356
周传雄,往事随风 (Live),1985421791
韩红,往事随风 (Live),31877160
陆虎,往事随风 (Live),1985421791
胡彦斌,往事随风 (Live版),2052403824
王贰浪,往后余生,571338279
刘惜君,往后余生,1388321301
宝石Gem,往往,2621684230
鹿晗,往往,2621684230
郭静,往未来飞的客机,27671258
杨宗纬,征服 (Live),25714280
h3R3,待,1398684201
G.E.M.邓紫棋,很久以后,1412263970
杨和苏KeyNG,很久很久,1469041281
范玮琪,很久很久以后,399411999
颜人中,很久的瞬间,2166071862
郁可唯,很受伤,1894290017
THOME,很多鸟陪我飞过太平洋,1962142223
罗言,很多鸟陪我飞过太平洋,1962142223
弦子,很想你,25640284
陆虎,很扯的雨天,26387326
刘若英,很爱很爱你,254589
丁当,很爱过,223655
张震岳,很难,185706
颜人中,很需要,1396023850
mac ova seas,得到,1441576951
加木,徘 徊,2030261099
TC,徘徊,1864828130
张芸京,從天上來的聲音 (Live),2645652132
Aki阿杰,御龙行~剧场版,560749303
高旭,循环幻想,1935950370
庄东茹（豆芽鱼）,循环热度,2086125326
王赫野,微光,2015889678
step.jad依加,微光,2015889678
高睿,微光,2615755623
万妮达Vinida Weng,微光,2015889678
希林娜依高,微光,2015889678
华晨宇,微光,29418037
程响,微光,2015889678
沙一汀EL,微光,2015889678
队长,微光,2709336025
陈绮贞,微凉的你,209528
阿肆,微凉的心跳,27501818
周传雄,微凉的记忆,189497
郁可唯,微加幸福,316149
许嵩,微博控,167717
郭顶,微微,85587
鹿晗,微白城市,448916293
郭静,微笑的起点,229289
范玮琪,微笑的起点,229289
江辰,微蓝,1975735402
step.jad依加,微醺,2007012112
很美味,微风,1459955261
邓丽君,微风细雨,229709
王菲,微风细雨 (Live),26584886
王力宏,心中的日月,25641840
王睿卓,心中的日月,2693602350
王睿卓,心中的日月 (和声伴奏),2693602349
许巍,心中的歌谣,1336790006
张叶蕾,心之火,2611222522
容祖儿,心之科学,573168769
卫兰,心乱如麻,26031148
陶喆,心乱飞,150671
徐秉龙,心事,1294899029
徐秉龙,心仪,445505374
陈壹千,心似烟火,1399112638
Aioz,心动,1466921545
白鹿,心动,1877684857
袁娅维TIA RAY,心动 (Live),2713638114
白鹿,心动 (伴奏),1877677223
黄子弘凡,心动Calling IN (INTO YOU心慕与你 525品牌公益曲),2696357272
蔡依林,心型圈,209722
很美味,心墙,2148892701
郭静,心墙,27671269
林俊杰,心墙,108263
张学友,心如刀割,188671
蓝心羽,心如止水,1360740361
Ice Paper,心如止水,1349292048
周星星,心如止水 (Prod.by 周星星),1361789660
王唯旖,心底的爱人,1381070271
蔡依林,心引力,1400596300
阿冗,心思,1449344484
任素汐,心恋,475279802
王睿卓,心愿,28918293
万妮达Vinida Weng,心愿清单（Santa Please）,1407389731
卫兰,心有不甘,27591204
KONI可妮,心有不甘 田园,2667961030
容祖儿,心淡,288086
李克勤,心淡 (Live In Hong Kong / 2015),40140630
谢安琪,心火相传,28785805
吴雨霏,心火相传,28785805
周柏豪,心照 (live),2672424370
古巨基,心照 (live),2672424370
陈小春,心照 (live),2672424370
黄子弘凡,心照 (live),2672424370
鹿晗,心率,507364455
step.jad依加,心率捕获,2141683825
梁博,心田,2698803741
王心凌,心电心,297494
王杰,心痛,158280
王杰,心瘾,156863
陈奕迅,心的距离,64699
周传雄,心结,190057
高旭,心绪缠绕,2108780016
徐秉龙,心脏,1397679288
TC,心脏剧痛,1954964031
韩红,心语,28191706
en（王翊恩）,心跳,2690170798
张叶蕾,心跳,1323304284
王力宏,心跳,33497050
刘大拿,心跳,2694863674
徐良,心跳时光,423228350
韦礼安,心醉心碎,159936
徐佳莹,心里学,526099073
刘思达LOFTHESTAR,心锚效应,2712787729
Capper,心，逃，亡,1908081426
古巨基,必杀技,86943
Wiz_H张子豪,必杀技 (LIVE版),2052408650
容祖儿,必杀技 (Live版),2158973717
周柏豪,必杀技 (Live版),2158973717
Zy,忆 梦 症,2700254842
吴雨霏,忍,28606100
华晨宇,忒修斯的船,2662185583
张叶蕾,忘,2644182486
DJ阿智,忘不掉的你,2147267605
h3R3,忘不掉的你,1851652156
杨丞琳,忘了,315967
黄丽玲,忘了 (Live版),2711879261
黄子弘凡,忘了 (Live版),2711879261
王杰,忘了你忘了我,158880
高旭,忘了吧,2108778046
郭静,忘了如何遗忘,402306890
高睿,忘了就好,2024224462
王心凌,忘了我也不错,22854067
吉克隽逸,忘了没有 (Live版),2697937377
黄子弘凡,忘了没有 (Live版),2697937377
张学友,忘情冷雨夜,32689000
周传雄,忘记,190038
郑润泽,忘记,2105435473
邓丽君,忘记他,26608723
刘惜君,忘记他,26124795
张学友,忘记你我做不到,189313
黄丽玲,忘记拥抱,34228128
潘玮柏,忘记拥抱,10308019
杜宣达,忘记时间·2024,2124115505
王安宇,忙忙碌碌寻宝藏,2611269339
王安宇,忙忙碌碌寻宝藏 (伴奏),2611269338
DJ阿布,忧郁是天赋Vol.23,2637055106
郭采洁,快一点,22200075
张远,快乐在哪里,2037133837
陆虎,快乐在哪里,2037133837
刘惜君,快乐女孩,255184
潘玮柏,快乐崇拜,139808
张韶涵,快乐崇拜,139808
王心凌,快乐指南 (live),2104687384
张惠妹,快乐眼泪,326894
贝乐虎,快乐起床歌,1417892391
亞細亞曠世奇才,快活,2631280053
黄诗扶,快活记,2144708394
卢广仲,快鱼仔,488641840
h3R3,念,1958429058
薛之谦,念,2064033095
程响,念,2083798220
尹昔眠,念山海,1805047656
张靓颖,念念不忘,2024809489
何曼婷,念念不忘的遗憾,2662286297
沈以诚,忽冷忽热,2628268227
尹昔眠,忽晚,2053172248
韦礼安,忽然,1864737607
莫文蔚,忽然之间,277759
陈粒,忽然之间 (Live),1422141746
林依晨,忽然这一秒,255539
汪苏泷,忽而今夏,553310138
就是南方凯,忽而今夏（翻自 汪苏泷）,1869966471
王菲,怀念,300066
杨宗纬,怀珠,175974
小霞,怀疑女士,1901320262
周兴哲,怎么了,1336990251
h3R3,怎么了,2160744891
汪苏泷,怎么了 (Live版),2154955484
Aioz,怎么交代,2041981130
王赫野,怎么会忘记你 (Live版),2052403826
希林娜依高,怎么会忘记你 (Live版),2052403826
Wiz_H张子豪,怎么办,2012152086
张震岳,怎么办,185947
张芸京,怎么哭,428203691
刘惜君,怎么唱情歌,255219
张芸京,怎么开始忘了,116419
尹昔眠,怎么忘掉他,2719462342
程响,怎么能忘了（1.3X）,2115791448
曾沛慈,怎么能这样,1383750582
小凌,怎么还是一个人,1374224622
DJ阿布,怎么还没等离开,2149167150
阿YueYue,怎忘,2147477451
Capper,怎样 WSID,2026222393
王杰,怒海孤鸿,158277
杨丞琳,怕,29794922
梨冻紧,怕,1986192885
于冬然,怕什么怕,2085405540
于冬然,怕什么怕 (伴奏),2085405541
鹿晗,怜城辞,1808956359
蔡健雅,思念,208927
小霞,思念,399343381
陈楚生,思念一个荒废的名字 (Live),1353010646
小霞,思念一种爱,1901320259
en（王翊恩）,思念从未停,2702392333
张震岳,思念是一种病,185700
蔡健雅,思念是一种病,185700
MC HotDog 热狗,思念是一种病 (Live),1384570117
单依纯,思念是一种病 (live),2720029246
step.jad依加,思念病,2129927846
杜宣达,思念病患者,2699945966
司南,思有邪,1461375562
杨乃文,思绪的尽头 feat. 傻子与白痴,2074374267
金玟岐,思美人兮,473740555
陈粒,性空山,30051774
MC HotDog 热狗,怨偶,1369746474
蔡徐坤,怪,1855150265
薛之谦,怪咖,574921549
Zy,怪天气,2063567749
陈粒,怪情歌,30051773
Happer,怪我总是慢半拍,2695243107
喻言,怪美的 (live),2633533599
华晨宇,怪诞心理学,2662185585
容祖儿,怯,288563
Happer,怯光,2682044644
刘惜君,总会,2084440515
颜人中,总有一天你会知道,1440176324
周深,总有美好在路上,2660150669
郭静,总算我们也爱过,27671275
Wiz_H张子豪,怼个好年(Prod. By A-Fi Beats),1343438775
李荣浩,恋人,2600493765
杜宣达,恋人未满,1390453619
葛东琪,恋人未满（抖音男版片段）,1333264363
张芸京,恋人的时尚生活,328079
杨乃文,恋人的絮语,441116262
古巨基,恋无可恋,85786
杨宗纬,恋曲1980 (Live版),2030766853
王贰浪,恋曲2018,1336871780
江辰,恋爱万岁,2689978782
AGA,恋爱为何物,33984203
李克勤,恋爱为何物,33984203
买辣椒也用券,恋爱人力资源部,2158624465
鞠婧祎,恋爱告急,1401226842
弦子,恋爱小说,1992115414
杜宣达,恋爱患者,1456482247
陈壹千,恋爱日记,1421454397
很美味,恋爱清单,2007032942
摩登兄弟刘宇宁,恋爱画板 (Live),2609481351
吴雨霏,恋爱疲劳,298478
Lil Ghost小鬼,恋爱请柬,2149515914
刘惜君,恋风恋歌,255224
孙盛希,恒温,28699298
林俊杰,恨幸福来过,2019562367
THOME,恨永无止境,2705474674
贝乐虎,恭喜恭喜,1417885732
邓丽君,恰似你的温柔,473289829
邓丽君,恰似你的溫柔,1431491523
黄龄,恰好,31134659
林依晨,恶作剧,255574
颜人中,恶作剧 (Live版),2060036848
姚晓棠,恶作剧 (Live版),2161527912
KONI可妮,恶作剧 王蓝茵,2692053489
杨宗纬,恼人的秋风 (Live版),2032433498
张韶涵,恼人的秋风 (Live版),2032433498
喻言,恼人的秋风 (live),2646866241
范玮琪,悄悄告诉你,26609162
王贰浪,悔过,1809760190
沈以诚,悠闲,1819028025
金海心,悬崖 (Live),434659642
张信哲,悬崖 (Live版),2030766873
王贰浪,悬崖上的烟火,2085763574
王以太,悬崖华尔兹 (Live),1296583189
葛东琪,悬溺,1397345903
封茗囧菌,悬溺,1407112865
DJ阿智,悬溺+空心（DJ阿智 remix）,2086734675
徐良,悲伤的李白,27890394
金海心,悲伤的秋千 (Live),2656201192
就是南方凯,悲鸣海,2078278686
尹昔眠,悸动暗语,2073797749
容祖儿,情书,1930330170
张学友,情书,188674
沈以诚,情书,1818830945
薛之谦,情书,2106384511
蔡徐坤,情人,1450574147
李荣浩,情人,1890906933
G.E.M.邓紫棋,情人,2082700997
许巍,情人,168151
单依纯,情人,2094477670
余佳运,情人,2117510474
杨千嬅,情人,1859897483
蔡徐坤,情人 (Live),1450749101
古巨基,情人 (Live),31877156
卫兰,情人 (Live),30432207
蔡徐坤,情人 (Live),2026284242
张芸京,情人结,328000
周传雄,情人该有的慈悲,2652685095
很美味,情人（翻自 蔡徐坤）,1466383948
张学友,情已逝,188695
陈慧娴,情意结,211238
阿梨粤,情愿,2014336720
梁静茹,情歌,254059
DJ阿布,情歌,2610967914
step.jad依加,情歌,1890168000
en（王翊恩）,情歌,2613025821
郭顶,情歌两三首,85578
阿冗,情歌几句,1458789926
古巨基,情歌王,86279
阿梨粤,情没有对错(女版),2707751369
邵帅,情深缘浅,1413473970
金海心,情窦初开,247881
张碧晨,情结 (Live版),2709756720
THOME,情绪价值,2648594938
高旭,情绪反扑,2108779993
任然,情绪挑拨,428350534
张学友,情网,190452
方大同,情胜策略,81981
余佳运,情话,491787693
徐良,情话,26609879
金玟岐,惊天动地,38392240
万妮达Vinida Weng,惊奇无限假期 A-T-V,1998922131
黄丽玲,惊奇无限假期 A-T-V,1998922131
袁娅维TIA RAY,惊奇无限假期 A-T-V,1998922131
黄子弘凡,惊虹,2099925491
唐伯虎Annie,惊蛰花,1965893617
黄龄,惊鸿一面,28854182
许嵩,惊鸿一面,28854182
邹沛沛,惦念你,2666966672
王杰,惦记这一些,158932
徐佳莹,惧高症,306651
渡,惩罚,1453972152
LBI利比,惯性想念,2631950763
step.jad依加,惯犯,2006789426
杨和苏KeyNG,惯犯,2006789426
刘大拿,想你,2642267710
梁博,想你,28445722
鞠婧祎,想你了,485354034
花粥,想你只是偶尔,1955659046
yihuik苡慧,想你就写信,2141910889
杜宣达,想你就写信,2147121102
周杰伦,想你就写信 (Live),509781655
张碧晨,想你就写信 (Live版),2604907613
毛不易,想你想你,569212210
单依纯,想你时风起,2062623445
张信哲,想你的夜,187409
李克勤,想你的旧名字,112167
汪苏泷,想到我们,2621278819
很美味,想变成猫,2164245703
邹沛沛,想和你,2704210442
yihuik苡慧,想和你,2704210442
白鹿,想和你一起 (TV Version),1847996669
周兴哲,想回到那一天,411921142
张靓颖,想太多 (Live版),2043125523
GAI周延,想太多 (Live版),2043125523
杨丞琳,想幸福的人,315971
高旭,想忘了所有,1965402235
周兴哲,想念你想我,2646438117
萧亚轩,想念圣诞节,307495
yihuik苡慧,想念拟人化,1470130616
姚晓棠,想念拟人化 (Live),1888354264
Zy,想念是凋谢的云,2042403498
梁博,想念（Rehearsal Version）,1414024451
封茗囧菌,想成为你的白月光,1458222575
TizzyT,想把你留在这里,1303273422
陈粒,想把我唱给你听 (live版),2010500307
郭顶,想着你,442867218
周兴哲,想知道你在想什么,1913284313
范玮琪,想知道现在你好不好,229187
加木,想笑就笑吧,2093224181
en（王翊恩）,想自由,2713633715
kkluv,想自由,2686898675
王安宇,想自由,2709792992
徐秉龙,想自由,1942734484
徐佳莹,想自由,26211169
汪苏泷,想自由 (Live),1427664613
陈粒,想自由 (Live版),2714743492
王源,想自由 (Live版),2714743492
郑润泽,想要成为的大人,2158155786
高旭,想见一面,2664416987
阿冗,想见你想见你想见你,1430287528
Lil Ghost小鬼,想见你想见你想见你 (Live),2716799993
张杰,想见你想见你想见你 (Live版),2030766928
刘惜君,想见你想见你想见你 + someday or one day (Live),1431399137
高睿,想让你懂,2631328736
颜人中,想说,1461142410
摩登兄弟刘宇宁,想象,1309896216
许嵩,想象之中,167705
程响,想起了你,1335151751
毛不易,想起他们,2626116893
薛之谦,意外,27890306
银临,愚人歌,2106094438
孙燕姿,愚人的国度,286970
卢广仲,愚人节快乐,2689919609
林忆莲,愛上一个不回家的人,1366287358
蔡健雅,感动每一刻,108362
蔡徐坤,感受她,1878591396
蔡徐坤,感受她 (Live),2026286034
金海心,感官先生,1858149967
杨坤,感官先生 (Live版),2161527938
杨宗纬,感官先生 (Live版),2161527938
邹沛沛,感情玩家 DEMO,1874632243
王心凌,感情用事,2079361227
毛不易,感觉自己是巨星,524913480
Wiz_H张子豪,感谢你曾来过 (Live),2637417005
杨宗纬,感谢你曾来过 (Live),2637417005
张远,感谢你曾来过 (Live版),2711879249
KONI可妮,感谢你曾来过 Ayo97/周思涵,2684562968
毛不易,愿,2010214999
林俊杰,愿与愁,2041026502
任素汐,愿人生,2614502546
任素汐,愿人生 (伴奏),2614502545
王宇宙Leto,愿人间一两风,2090351490
邵帅,愿你余生漫长,2611334475
王贰浪,愿你余生漫长,1425814935
阿YueYue,愿你余生漫长（抖音版）,1438136226
摩登兄弟刘宇宁,愿光,2063851367
胡彦斌,愿望,93190
买辣椒也用券,慌张,1437597596
薛凯琪,慕容雪,306845
周柏豪,慕容雪 (Live版),2149816861
Happer,慢一点,2688160909
李荣浩,慢冷 (Live),1969822728
希林娜依高,慢冷 (Live版),2043126974
张碧晨,慢冷 (Live版),2043126974
薛之谦,慢半拍,1374061028
张学友,慢慢,189315
刘大拿,慢慢,2624625449
鹿晗,慢慢 (Slow Motion),1451401042
莫文蔚,慢慢喜欢你,541687281
陈壹千,慢慢喜欢你到忘记（Cover 莫文蔚）,555189361
LBI利比,慢慢的相爱,2656257572
韦礼安,慢慢等,160060
郭静,慢慢纪念,233890
陈绮贞,慢歌1,209496
陈绮贞,慢歌一,26348065
卢广仲,慢灵魂,109487
罗言,慢热,2047036140
罗言,慢镜头,1962142224
封茗囧菌,慢镜头,1958721180
曾沛慈,慷慨,1965893274
金玟岐,憾,1372300064
阿YueYue,憾情,1461151783
郭顶,懂得寂寞,85583
杨丞琳,懂得自己,29794923
花粥,懒,1954988936
弦子,懒人沙发,2138934536
很美味,懒得跟你讲,1325896816
NINEONE#乃万,懒癌晚期（NINEONE Solo）,563241179
唐伯虎Annie,戏子花落去,2062854034
洛天依Official,戏游九州,2657393088
徐秉龙,戏精,1299570603
黄子弘凡,成为你想成为的大人,2076129778
买辣椒也用券,成全,1463362956
刘若英,成全,254548
傲七爷（江偌绮）,成双,1486761145
赵雷,成都,436514312
艾志恒Asen,成都一夜,1909081616
mac ova seas,成都一夜,1909081616
王以太,成都集团2020cypher (Prod. by HARIKIRI),1444140174
马思唯,成都集团2020cypher (Prod. by HARIKIRI),1444140174
李荣浩,成长之重量,570334069
